,Departamento,Municipio,Fuente,Victima,Agente,Año,Tipo_agresion
9022,Magdalena,Pedraza,Cnmh,1,Desconocido,2004,Nan
9023,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9024,Valle Del Cauca,Cali,Cnmh,1,Grupo Paramilitar,2004,Nan
9025,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
9026,Cordoba,Montelibano,Cnmh,1,Grupo Paramilitar,2004,Nan
9027,Magdalena,Fundacion,Cnmh,1,Desconocido,2004,Nan
9028,Cordoba,Montelibano,Cnmh,1,Grupo Paramilitar,2004,Nan
9029,Valle Del Cauca,Palmira,Cnmh,1,Agente Del Estado,2004,Nan
9030,Boyaca,Raquira,Cnmh,1,Guerrilla,2004,Nan
9031,Boyaca,Raquira,Cnmh,1,Guerrilla,2004,Nan
9032,Bolivar,Simiti,Cnmh,1,Grupo Paramilitar,2004,Nan
9033,Guaviare,Calamar,Cnmh,1,Desconocido,2004,Nan
9034,Choco,Quibdo,Cnmh,1,Guerrilla,2004,Nan
9035,Antioquia,San Vicente Ferrer,Cnmh,1,Guerrilla,2004,Nan
9036,Valle Del Cauca,Jamundi,Cnmh,1,Grupo Paramilitar,2004,Nan
9037,La Guajira,Urumita,Cnmh,1,Desconocido,2004,Nan
9038,Magdalena,Fundacion,Cnmh,1,Grupo Paramilitar,2004,Nan
9039,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
9040,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9041,Magdalena,Ariguani,Cnmh,1,Grupo Paramilitar,2004,Nan
9042,Magdalena,Ariguani,Cnmh,1,Grupo Paramilitar,2004,Nan
9043,Antioquia,Yarumal,Cnmh,1,Grupo Paramilitar,2004,Nan
9044,Cesar,El Copey,Cnmh,1,Grupo Paramilitar,2004,Nan
9045,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
9046,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
9047,Antioquia,La Ceja,Cnmh,1,Desconocido,2004,Nan
9048,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
9049,Antioquia,San Francisco,Cnmh,1,Grupo Paramilitar,2004,Nan
9050,Bolivar,Simiti,Cnmh,1,Grupo Paramilitar,2004,Nan
9051,Tolima,San Sebastian De Mariquita,Cnmh,1,Grupo Paramilitar,2004,Nan
9052,Norte De Santander,Tibu,Cnmh,1,Grupo Paramilitar,2004,Nan
9053,Magdalena,Zona Bananera,Cnmh,1,Grupo Paramilitar,2004,Nan
9054,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
9055,Bolivar,Santa Rosa,Cnmh,1,Grupo Paramilitar,2004,Nan
9056,Magdalena,Zona Bananera,Cnmh,1,Desconocido,2004,Nan
9057,Antioquia,La Ceja,Cnmh,1,Grupo Paramilitar,2004,Nan
9058,Antioquia,Sonson,Cnmh,1,Desconocido,2004,Nan
9059,Magdalena,Fundacion,Cnmh,1,Desconocido,2004,Nan
9060,Guaviare,Miraflores,Cnmh,1,Guerrilla,2004,Amenaza O Intimidación
9061,Caqueta,Curillo,Cnmh,1,Guerrilla,2004,Nan
9062,Bolivar,Magangue,Cnmh,1,Grupo Paramilitar,2004,Nan
9063,Antioquia,Cocorna,Cnmh,1,Grupo Paramilitar,2004,Nan
9064,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
9065,Magdalena,Pivijay,Cnmh,1,Grupo Paramilitar,2004,Nan
9066,La Guajira,Riohacha,Cnmh,1,Desconocido,2004,Nan
9067,Caqueta,Solita,Cnmh,1,Grupo Paramilitar,2004,Nan
9068,Caqueta,Solita,Cnmh,1,Desconocido,2004,Nan
9069,Antioquia,San Juan De Uraba,Cnmh,1,Grupo Paramilitar,2004,Nan
9070,Nariño,Roberto Payan,Cnmh,1,Grupo Paramilitar,2004,Abandono O Despojo Forzado De Tierras
9071,Antioquia,Medellin,Cnmh,1,Desconocido,2004,Nan
9072,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
9073,La Guajira,Riohacha,Cnmh,1,Grupo Paramilitar,2004,Nan
9074,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9075,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9076,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9077,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9078,Bolivar,Cordoba,Cnmh,1,Grupo Paramilitar,2004,Nan
9079,Antioquia,Yarumal,Cnmh,1,Desconocido,2004,Nan
9080,Valle Del Cauca,El Aguila,Cnmh,1,Grupo Paramilitar,2004,Nan
9081,Cauca,Buenos Aires,Cnmh,1,Grupo Paramilitar,2004,Nan
9082,Antioquia,El Bagre,Cnmh,1,Desconocido,2004,Nan
9083,Cauca,Buenos Aires,Cnmh,1,Grupo Paramilitar,2004,Nan
9084,Nariño,Pasto,Cnmh,1,Guerrilla,2004,Nan
9085,Magdalena,El Reten,Cnmh,1,Desconocido,2004,Nan
9087,Choco,Istmina,Cnmh,1,Guerrilla,2004,Nan
9088,Bolivar,Maria La Baja,Cnmh,1,Desconocido,2004,Nan
9089,Caqueta,Cartagena Del Chaira,Cnmh,1,Guerrilla,2004,Nan
9090,Magdalena,Salamina,Cnmh,1,Grupo Paramilitar,2004,Nan
9091,Norte De Santander,Sardinata,Cnmh,1,Guerrilla,2004,Nan
9092,Norte De Santander,Sardinata,Cnmh,1,Guerrilla,2004,Nan
9093,Norte De Santander,Sardinata,Cnmh,1,Guerrilla,2004,Nan
9094,Norte De Santander,Sardinata,Cnmh,1,Guerrilla,2004,Nan
9095,Magdalena,Aracataca,Cnmh,1,Desconocido,2004,Nan
9096,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9097,Sucre,San Pedro,Cnmh,1,Grupo Paramilitar,2004,Nan
9098,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9099,Magdalena,Pivijay,Cnmh,1,Grupo Paramilitar,2004,Nan
9100,Magdalena,Zona Bananera,Cnmh,1,Grupo Paramilitar,2004,Nan
9101,Caqueta,Belen De Los Andaquies,Cnmh,1,Grupo Paramilitar,2004,Nan
9102,Caqueta,Valparaiso,Cnmh,1,Grupo Paramilitar,2004,Nan
9103,Norte De Santander,San Calixto,Cnmh,1,Grupo Paramilitar,2004,Nan
9104,Norte De Santander,Tibu,Cnmh,1,Grupo Paramilitar,2004,Nan
9105,Nariño,Leiva,Cnmh,1,Grupo Paramilitar,2004,Nan
9106,Santander,Landazuri,Cnmh,1,Grupo Paramilitar,2004,Nan
9107,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
9108,Magdalena,Aracataca,Cnmh,1,Guerrilla,2004,Nan
9109,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
9110,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
9111,Caqueta,Albania,Cnmh,1,Desconocido,2004,Nan
9112,Tolima,Lerida,Cnmh,1,Grupo Paramilitar,2004,Nan
9113,Norte De Santander,Teorama,Cnmh,1,Grupo Paramilitar,2004,Nan
9114,Magdalena,Pedraza,Cnmh,1,Desconocido,2004,Nan
9115,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9116,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9117,Antioquia,San Luis,Cnmh,1,Guerrilla,2004,Nan
9118,Caldas,Manzanares,Cnmh,1,Grupo Paramilitar,2004,Nan
9119,Nariño,Ipiales,Cnmh,1,Guerrilla,2004,Nan
9120,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
9121,La Guajira,Dibulla,Cnmh,1,Grupo Paramilitar,2004,Nan
9122,Nariño,Leiva,Cnmh,1,Grupo Paramilitar,2004,Nan
9123,Risaralda,Santuario,Cnmh,1,Grupo Paramilitar,2004,Nan
9124,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9125,Cesar,San Diego,Cnmh,1,Grupo Paramilitar,2004,Nan
9126,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9127,Caqueta,Curillo,Cnmh,1,Grupo Paramilitar,2004,Nan
9128,Putumayo,Orito,Cnmh,1,Guerrilla,2004,Nan
9129,Nariño,Magui,Cnmh,1,Grupo Paramilitar,2004,Nan
9130,Magdalena,Pivijay,Cnmh,1,Desconocido,2004,Nan
9131,Antioquia,Caucasia,Cnmh,1,Grupo Paramilitar,2004,Nan
9132,Cordoba,Cerete,Cnmh,1,Desconocido,2004,Nan
9133,Cesar,Aguachica,Cnmh,1,Grupo Paramilitar,2004,Nan
9134,Norte De Santander,Villa Del Rosario,Cnmh,1,Grupo Paramilitar,2004,Nan
9135,Norte De Santander,San Calixto,Cnmh,1,Desconocido,2004,Nan
9136,Caqueta,Cartagena Del Chaira,Cnmh,1,Agente Del Estado,2004,Amenaza O Intimidación
9137,Caqueta,Belen De Los Andaquies,Cnmh,1,Grupo Paramilitar,2004,Nan
9138,Magdalena,Sabanas De San Angel,Cnmh,1,Desconocido,2004,Nan
9139,Putumayo,Orito,Cnmh,1,Grupo Paramilitar,2004,Nan
9140,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
9141,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
9142,Magdalena,El Reten,Cnmh,1,Desconocido,2004,Nan
9143,Putumayo,Orito,Cnmh,1,Grupo Paramilitar,2004,Nan
9144,Putumayo,Puerto Asis,Cnmh,1,Guerrilla,2004,Nan
9145,Meta,Puerto Lleras,Cnmh,1,Grupo Paramilitar,2004,Nan
9146,Nariño,Samaniego,Cnmh,1,Grupo Paramilitar,2004,Nan
9147,Cesar,Curumani,Cnmh,1,Guerrilla,2004,Nan
9148,Cordoba,Monteria,Cnmh,1,Grupo Paramilitar,2004,Nan
9149,Valle Del Cauca,La Cumbre,Cnmh,1,Grupo Paramilitar,2004,Nan
9150,Valle Del Cauca,El Dovio,Cnmh,1,Grupo Paramilitar,2004,Nan
9151,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9152,Nariño,Los Andes,Cnmh,1,Grupo Paramilitar,2004,Nan
9153,Valle Del Cauca,Guadalajara De Buga,Cnmh,1,Grupo Paramilitar,2004,Nan
9154,Bolivar,San Jacinto,Cnmh,1,Guerrilla,2004,Nan
9155,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Nan
9156,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Nan
9157,Cundinamarca,San Juan De Rioseco,Cnmh,1,Desconocido,2004,Nan
9158,Caldas,Samana,Cnmh,1,Guerrilla,2004,Nan
9159,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
9160,Tolima,Ortega,Cnmh,1,Guerrilla,2004,Nan
9162,Meta,El Castillo,Cnmh,1,Desconocido,2004,Nan
9163,Nariño,La Llanada,Cnmh,1,Guerrilla,2004,Nan
9164,Antioquia,Nariño,Cnmh,1,Guerrilla,2004,Nan
9165,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9166,Cesar,Valledupar,Cnmh,1,Desconocido,2004,Nan
9167,Meta,Vistahermosa,Cnmh,1,Guerrilla,2004,Nan
9168,Nariño,Barbacoas,Cnmh,1,Desconocido,2004,Nan
9169,Cesar,La Jagua De Ibirico,Cnmh,1,Grupo Paramilitar,2004,Nan
9170,Vichada,Cumaribo,Cnmh,1,Guerrilla,2004,Nan
9171,Nariño,Los Andes,Cnmh,1,Guerrilla,2004,Nan
9172,Sucre,Majagual,Cnmh,1,Grupo Paramilitar,2004,Nan
9173,Meta,Cumaral,Cnmh,1,Grupo Paramilitar,2004,Nan
9174,Cauca,El Tambo,Cnmh,1,Agente Del Estado,2004,Nan
9175,Magdalena,Ariguani,Cnmh,1,Grupo Paramilitar,2004,Nan
9176,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9177,Antioquia,El Santuario,Cnmh,1,Grupo Paramilitar,2004,Nan
9178,Bolivar,Simiti,Cnmh,1,Desconocido,2004,Nan
9179,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9180,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
9181,Santander,San Vicente De Chucuri,Cnmh,1,Grupo Paramilitar,2004,Nan
9182,Bolivar,San Pablo,Cnmh,1,Grupo Armado No Identificado,2004,Nan
9183,Antioquia,Turbo,Cnmh,1,Grupo Paramilitar,2004,Nan
9184,Cauca,Mercaderes,Cnmh,1,Desconocido,2004,Nan
9185,Magdalena,Pivijay,Cnmh,1,Grupo Paramilitar,2004,Nan
9186,Tolima,Coyaima,Cnmh,1,Desconocido,2004,Nan
9187,Caqueta,Belen De Los Andaquies,Cnmh,1,Grupo Paramilitar,2004,Nan
9188,Antioquia,El Bagre,Cnmh,1,Grupo Paramilitar,2004,Nan
9189,Valle Del Cauca,Guacari,Cnmh,1,Guerrilla,2004,Nan
9190,Cauca,Buenos Aires,Cnmh,1,Desconocido,2004,Nan
9191,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9192,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9193,Magdalena,El Banco,Cnmh,1,Grupo Paramilitar,2004,Nan
9194,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9195,Bolivar,Tiquisio,Cnmh,1,Grupo Paramilitar,2004,Nan
9196,Nariño,Puerres,Cnmh,1,Guerrilla,2004,Nan
9197,Cesar,Agustin Codazzi,Cnmh,1,Guerrilla,2004,Nan
9198,Valle Del Cauca,El Cerrito,Cnmh,1,Agente Del Estado,2004,Amenaza O Intimidación
9199,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9200,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
9201,La Guajira,San Juan Del Cesar,Cnmh,1,Desconocido,2004,Nan
9202,Atlantico,Juan De Acosta,Cnmh,1,Grupo Paramilitar,2004,Nan
9203,Antioquia,Turbo,Cnmh,1,Desconocido,2004,Nan
9204,Magdalena,Sitionuevo,Cnmh,1,Guerrilla,2004,Nan
9205,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
9206,Antioquia,Apartado,Cnmh,1,Grupo Paramilitar,2004,Nan
9207,Antioquia,Apartado,Cnmh,1,Desconocido,2004,Nan
9208,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9209,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9210,Caqueta,Cartagena Del Chaira,Cnmh,1,Guerrilla,2004,Nan
9212,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Tortura
9213,Nariño,Cumbitara,Cnmh,1,Grupo Paramilitar,2004,Nan
9214,Nariño,Cumbitara,Cnmh,1,Grupo Paramilitar,2004,Nan
9215,Cauca,Florencia,Cnmh,1,Grupo Paramilitar,2004,Nan
9216,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9217,Antioquia,Salgar,Cnmh,1,Grupo Paramilitar,2004,Nan
9218,Sucre,Covenas,Cnmh,2,Grupo Paramilitar,2004,Nan
9219,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
9220,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Nan
9221,La Guajira,Riohacha,Cnmh,1,Desconocido,2004,Nan
9222,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9223,Cundinamarca,Jerusalen,Cnmh,1,Desconocido,2004,Nan
9224,Meta,Puerto Lopez,Cnmh,1,Grupo Paramilitar,2004,Nan
9225,Choco,Acandi,Cnmh,1,Grupo Paramilitar,2004,Nan
9226,Magdalena,Santa Marta,Cnmh,1,Guerrilla,2004,Nan
9227,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
9228,Bolivar,Zambrano,Cnmh,1,Desconocido,2004,Nan
9229,Cesar,Agustin Codazzi,Cnmh,1,Guerrilla,2004,Nan
9230,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9231,Caqueta,El Paujil,Cnmh,1,Guerrilla,2004,Nan
9232,Arauca,Arauca,Cnmh,1,Guerrilla,2004,Nan
9233,Norte De Santander,La Playa,Cnmh,1,Grupo Paramilitar,2004,Nan
9234,Norte De Santander,El Zulia,Cnmh,1,Grupo Paramilitar,2004,Nan
9235,Nariño,Policarpa,Cnmh,1,Desconocido,2004,Nan
9236,Bolivar,Simiti,Cnmh,1,Guerrilla,2004,Nan
9237,Tolima,Ortega,Cnmh,1,Guerrilla,2004,Nan
9238,Santander,Barrancabermeja,Cnmh,1,Grupo Paramilitar,2004,Nan
9239,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
9240,Nariño,Ipiales,Cnmh,1,Guerrilla,2004,Nan
9241,Cesar,Agustin Codazzi,Cnmh,1,Guerrilla,2004,Nan
9242,Huila,Campoalegre,Cnmh,1,Guerrilla,2004,Nan
9243,Valle Del Cauca,Guadalajara De Buga,Cnmh,1,Desconocido,2004,Nan
9244,Norte De Santander,Tibu,Cnmh,1,Guerrilla,2004,Nan
9245,Nariño,El Charco,Cnmh,1,Guerrilla,2004,Nan
9246,Nariño,Policarpa,Cnmh,1,Guerrilla,2004,Nan
9247,Nariño,San Andres De Tumaco,Cnmh,1,Desconocido,2004,Nan
9248,Norte De Santander,Cucuta,Cnmh,1,Desconocido,2004,Nan
9249,Tolima,Fresno,Cnmh,1,Guerrilla,2004,Nan
9250,Sucre,Palmito,Cnmh,1,Grupo Paramilitar,2004,Nan
9251,Antioquia,Argelia,Cnmh,1,Guerrilla,2004,Desplazamiento Forzado
9252,Bolivar,El Carmen De Bolivar,Cnmh,1,Desconocido,2004,Nan
9253,Cordoba,Buenavista,Cnmh,1,Grupo Paramilitar,2004,Nan
9254,Guaviare,San Jose Del Guaviare,Cnmh,1,Guerrilla,2004,Nan
9255,Magdalena,Ariguani,Cnmh,1,Grupo Paramilitar,2004,Nan
9256,Cesar,Valledupar,Cnmh,1,Grupo Paramilitar,2004,Nan
9257,Caldas,Norcasia,Cnmh,1,Guerrilla,2004,Nan
9258,Magdalena,Sitionuevo,Cnmh,1,Desconocido,2004,Nan
9259,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
9260,Norte De Santander,Sardinata,Cnmh,1,Grupo Paramilitar,2004,Nan
9261,Meta,La Macarena,Cnmh,1,Guerrilla,2004,Nan
9262,La Guajira,San Juan Del Cesar,Cnmh,1,Desconocido,2004,Nan
9263,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
9264,Sucre,Palmito,Cnmh,1,Grupo Paramilitar,2004,Nan
9265,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2004,Nan
9266,Meta,Puerto Lleras,Cnmh,1,Grupo Paramilitar,2004,Nan
9267,Antioquia,Remedios,Cnmh,1,Desconocido,2004,Nan
9268,Nariño,Policarpa,Cnmh,1,Guerrilla,2004,Nan
9269,Santander,El Peñon,Cnmh,1,Grupo Paramilitar,2004,Tortura
9270,Bolivar,El Carmen De Bolivar,Cnmh,1,Guerrilla,2004,Nan
9271,Antioquia,San Vicente Ferrer,Cnmh,1,Grupo Paramilitar,2004,Nan
9272,Nariño,Barbacoas,Cnmh,1,Guerrilla,2004,Nan
9273,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
9274,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
9275,Caqueta,San Jose Del Fragua,Cnmh,1,Grupo Paramilitar,2004,Nan
9276,Magdalena,Cienaga,Cnmh,1,Grupo Paramilitar,2004,Nan
9277,Magdalena,Santa Marta,Cnmh,1,Desconocido,2004,Nan
9278,Caldas,Anserma,Cnmh,1,Guerrilla,2004,Nan
9279,Nariño,Cumbitara,Cnmh,1,Desconocido,2004,Nan
9280,Cesar,Pailitas,Cnmh,1,Grupo Paramilitar,2004,Nan
9281,Cesar,Pailitas,Cnmh,1,Grupo Paramilitar,2004,Nan
9282,Sucre,Corozal,Cnmh,1,Desconocido,2004,Nan
9283,Antioquia,Medellin,Cnmh,1,Grupo Paramilitar,2004,Nan
9284,Cesar,La Paz,Cnmh,1,Desconocido,2004,Nan
9285,Norte De Santander,Tibu,Cnmh,2,Grupo Paramilitar,2004,Nan
9286,Bolivar,Turbana,Cnmh,1,Guerrilla,2004,Nan
9287,Tolima,San Sebastian De Mariquita,Cnmh,1,Grupo Paramilitar,2004,Nan
9288,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
9289,Bolivar,Turbana,Cnmh,1,Guerrilla,2004,Nan
9290,Meta,Villavicencio,Cnmh,1,Desconocido,2004,Nan
9291,Casanare,Villanueva,Cnmh,1,Grupo Paramilitar,2004,Nan
9292,Norte De Santander,Cucuta,Cnmh,1,Desconocido,2004,Nan
9293,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
9294,Norte De Santander,La Playa,Cnmh,1,Grupo Paramilitar,2004,Nan
9295,Magdalena,Cienaga,Cnmh,1,Guerrilla,2004,Nan
9297,Nariño,Policarpa,Cnmh,1,Guerrilla,2004,Nan
9298,Valle Del Cauca,Cali,Cnmh,1,Grupo Paramilitar,2004,Nan
9299,Caqueta,Florencia,Cnmh,1,Agente Del Estado,2004,Nan
9300,Antioquia,La Union,Cnmh,1,Desconocido,2004,Nan
9301,Antioquia,La Union,Cnmh,1,Desconocido,2004,Nan
9302,Amazonas,Puerto Santander,Cnmh,1,Guerrilla,2004,Nan
9303,Cesar,Pueblo Bello,Cnmh,1,Grupo Paramilitar,2004,Nan
9304,Magdalena,Sabanas De San Angel,Cnmh,1,Grupo Paramilitar,2004,Nan
9305,Magdalena,El Reten,Cnmh,1,Grupo Paramilitar,2004,Nan
9306,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2004,Nan
9307,Magdalena,Aracataca,Cnmh,1,Grupo Paramilitar,2004,Nan
9308,Caqueta,Valparaiso,Cnmh,1,Desconocido,2004,Nan
9309,Magdalena,Plato,Cnmh,1,Grupo Paramilitar,2004,Nan
9310,Antioquia,Maceo,Cnmh,1,Desconocido,2004,Nan
9311,Valle Del Cauca,Pradera,Cnmh,1,Guerrilla,2004,Nan
9312,Huila,San Agustin,Cnmh,1,Grupo Paramilitar,2004,Nan
9313,Bolivar,Zambrano,Cnmh,1,Grupo Paramilitar,2004,Nan
9314,Bolivar,Cordoba,Cnmh,1,Grupo Paramilitar,2004,Nan
9315,Nariño,San Andres De Tumaco,Cnmh,1,Desconocido,2004,Nan
9316,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2004,Nan
9317,Magdalena,Ariguani,Cnmh,1,Grupo Paramilitar,2004,Nan
9318,Caqueta,Cartagena Del Chaira,Cnmh,1,Guerrilla,2005,Nan
9319,Magdalena,Sin Informacion,Cnmh,1,Agente Del Estado,2005,Nan
9320,Putumayo,Sin Informacion,Cnmh,3,Grupo Paramilitar,2005,Amenaza O Intimidación
9321,Cesar,El Copey,Cnmh,2,Grupo Paramilitar,2005,Amenaza O Intimidación
9322,Nariño,El Penol,Cnmh,1,Grupo Paramilitar,2005,Nan
9323,Santander,Velez,Cnmh,1,Guerrilla,2005,Nan
9324,Caqueta,Belen De Los Andaquies,Cnmh,1,Grupo Paramilitar,2005,Nan
9325,Cundinamarca,Paratebueno,Cnmh,1,Grupo Paramilitar,2005,Nan
9326,Cundinamarca,Medina,Cnmh,1,Grupo Paramilitar,2005,Nan
9327,Cauca,Buenos Aires,Cnmh,1,Guerrilla,2005,Nan
9328,Caqueta,Belen De Los Andaquies,Cnmh,1,Guerrilla,2005,Nan
9329,Putumayo,Valle Del Guamuez,Cnmh,1,Grupo Paramilitar,2005,Nan
9330,Nariño,Cumbitara,Cnmh,1,Grupo Paramilitar,2005,Nan
9331,Arauca,Tame,Cnmh,1,Desconocido,2005,Nan
9332,Nariño,Samaniego,Cnmh,1,Desconocido,2005,Nan
9333,Antioquia,Carepa,Cnmh,1,Desconocido,2005,Nan
9334,Meta,Villavicencio,Cnmh,1,Desconocido,2005,Nan
9335,Nariño,Olaya Herrera,Cnmh,1,Guerrilla,2005,Nan
9336,Nariño,Policarpa,Cnmh,1,Grupo Paramilitar,2005,Nan
9337,Caldas,Pensilvania,Cnmh,1,Guerrilla,2005,Nan
9338,Nariño,Puerres,Cnmh,1,Guerrilla,2005,Nan
9339,Quindio,Genova,Cnmh,1,Guerrilla,2005,Nan
9340,Antioquia,Vigia Del Fuerte,Cnmh,1,Grupo Paramilitar,2005,Nan
9341,Valle Del Cauca,Trujillo,Cnmh,1,Grupo Paramilitar,2005,Nan
9342,Putumayo,Puerto Guzman,Cnmh,1,Grupo Paramilitar,2005,Nan
9343,Cauca,La Vega,Cnmh,1,Guerrilla,2005,Nan
9344,Santander,Giron,Cnmh,1,Desconocido,2005,Nan
9345,Antioquia,Valdivia,Cnmh,1,Grupo Paramilitar,2005,Nan
9346,Magdalena,Cienaga,Cnmh,1,Grupo Paramilitar,2005,Nan
9347,Magdalena,Cienaga,Cnmh,1,Grupo Paramilitar,2005,Nan
9348,Risaralda,Dosquebradas,Cnmh,1,Desconocido,2005,Nan
9349,Cesar,Bosconia,Cnmh,1,Desconocido,2005,Nan
9350,Antioquia,Santo Domingo,Cnmh,1,Desconocido,2005,Nan
9351,Nariño,Puerres,Cnmh,1,Guerrilla,2005,Nan
9352,Caqueta,Florencia,Cnmh,1,Guerrilla,2005,Nan
9353,Caqueta,Curillo,Cnmh,1,Grupo Paramilitar,2005,Nan
9354,Arauca,Saravena,Cnmh,1,Desconocido,2005,Nan
9355,Cundinamarca,El Colegio,Cnmh,1,Guerrilla,2005,Nan
9356,Antioquia,Zaragoza,Cnmh,1,Guerrilla,2005,Nan
9357,Antioquia,Sonson,Cnmh,1,Guerrilla,2005,Nan
9358,Cesar,El Copey,Cnmh,1,Grupo Paramilitar,2005,Nan
9360,Magdalena,Sitionuevo,Cnmh,1,Grupo Paramilitar,2005,Nan
9361,Cauca,Santa Rosa,Cnmh,1,Guerrilla,2005,Nan
9362,Cesar,El Copey,Cnmh,1,Grupo Paramilitar,2005,Nan
9363,Choco,Riosucio,Cnmh,1,Guerrilla,2005,Nan
9364,Caldas,Samana,Cnmh,1,Guerrilla,2005,Nan
9365,Magdalena,Santa Marta,Cnmh,1,Grupo Paramilitar,2005,Nan
9366,Nariño,El Penol,Cnmh,1,Grupo Paramilitar,2005,Nan
9367,Nariño,Policarpa,Cnmh,1,Guerrilla,2005,Nan
9368,Antioquia,Dabeiba,Cnmh,1,Grupo Paramilitar,2005,Nan
9369,Huila,Gigante,Cnmh,1,Grupo Paramilitar,2005,Amenaza O Intimidación
9370,Bolivar,San Jacinto,Cnmh,1,Guerrilla,2005,Nan
9371,La Guajira,Dibulla,Cnmh,1,Desconocido,2005,Nan
9372,La Guajira,Dibulla,Cnmh,1,Guerrilla,2005,Nan
9373,La Guajira,Dibulla,Cnmh,1,Desconocido,2005,Nan
9374,La Guajira,Dibulla,Cnmh,1,Guerrilla,2005,Nan
9375,Arauca,Tame,Cnmh,1,Guerrilla,2005,Nan
9376,Magdalena,Sitionuevo,Cnmh,1,Grupo Paramilitar,2005,Nan
9377,Antioquia,Apartado,Cnmh,1,Guerrilla,2005,Nan
9378,Bolivar,Calamar,Cnmh,1,Desconocido,2005,Nan
