,Departamento,Municipio,Fuente,Victima,Agente,Año,Tipo_agresion
2740,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 90,3,Guerrilla,1991,
2741,Atlantico,Barranquilla,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 86,1,Fuerza Pública,1991,
2742,Cordoba,Buenavista,Boletín Justicia Y Paz Vol. 4 Nº 4 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1991,
2743,Norte De Santander,Cácota,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 91,1,Guerrilla  ,1991,
2744,Santander,Charta,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 91,1,Guerrilla  ,1991,
2745,Santander,San Vicente De Chucuri,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 91,2,Guerrilla  ,1991,
2746,Antioquia,Don Matías,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 91,1,Grupo Armado No Identificado,1991,
2747,Norte De Santander,Hacari,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 91,1,Guerrilla  ,1991,
2748,Antioquia,San Pedro De Urabá,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 86,1,Desconocidos,1991,
2749,Cesar,Pailitas,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 92,2,Guerrilla  ,1991,
2750,Magdalena,Plato,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 92,1,Guerrilla  ,1991,
2751,Meta,San Juan De Arama,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 92,1,Guerrilla  ,1991,
2752,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 86,1,Desconocidos,1991,
2753,Valle Del Cauca,Pradera,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 92,1,Grupo Armado No Identificado,1991,
2755,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 86,2,Fuerza Pública,1991,
2756,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 4 Nº 4 Pp. 93,3,Grupo Armado No Identificado,1991,
2757,Norte De Santander,Pamplona,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 93,1,Guerrilla  ,1991,
2758,Tolima,Chaparral,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 87,2,Grupos Paramilitares,1991,
2759,Caqueta,Milán,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 94,2,Guerrilla  ,1991,
2760,Santander,Sabana De Torres,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 93,2,Guerrilla  ,1991,
2761,Antioquia,Carepa,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 88,1,Guerrilla  ,1991,
2762,Antioquia,San Pedro De Urabá,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 88,1,Grupo Armado No Identificado,1991,
2763,Antioquia,Campamento,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 94,1,Guerrilla  ,1991,
2764,Cordoba,Bolívar,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 94,1,Fuerza Pública,1991,
2765,Antioquia,Zaragoza,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 94,1,Guerrilla  ,1991,
2766,Cordoba,Buenavista,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 94,1,Guerrilla  ,1991,
2767,Bolivar,El Carmen De Bolívar,Boletin Justicia Y Paz Vol. 4 No. 4 Pp. 94,3,Grupo Armado No Identificado,1991,
2768,Santander,Aratoca,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 94,1,Grupo Armado No Identificado,1991,
2769,Arauca,Arauca,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 89,1,Fuerza Pública,1991,
2770,Antioquia,Chigorodó,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 88,2,Grupos Paramilitares,1991,
2771,Valle Del Cauca,Buenaventura,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 95,1,Grupo Armado No Identificado,1991,
2772,Valle Del Cauca,Buenaventura,Boletín Justicia Y Paz Vol. 4 No 4 Pp. 95,1,Grupo Armado No Identificado,1991,
2773,Santander,San Vicente De Chucuri," Justicia Y Paz, Vol,5. N.1 Pag. 16",1,Guerrilla  ,1992,
2774,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Guerrilla,1992,
2775,La Guajira,Maicao," Justicia Y Paz, Vol,5. N.1 Pag. 16",2,Fuerza Pública,1992,
2776,Santander,El Carmen De Chucurí,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Guerrilla  ,1992,
2777,Cesar,Becerril," Justicia Y Paz, Vol,5. N.1 Pag. 16",2,Desconocidos,1992,
2778,Valle Del Cauca,Cali," Justicia Y Paz, Vol,5. N.1 Pag. 16",1,Desconocidos,1992,
2779,Valle Del Cauca,Cali," Justicia Y Paz, Vol,5. N.1 Pag. 17",1,Desconocidos,1992,
2780,Bolivar,Magangué," Justicia Y Paz, Vol,5. N.1 Pag. 17",1,Desconocidos,1992,
2781,Boyaca,Puerto Boyacá," Justicia Y Paz, Vol,5. N.1 Pag. 17",1,Desconocidos,1992,
2782,La Guajira,Riohacha,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Grupo Armado No Identificado,1992,
2783,Cesar,El Copey,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Fuerza Pública,1992,
2784,Atlantico,Barranquilla," Justicia Y Paz, Vol,5. N.1 Pag. 17",1,Fuerza Pública,1992,
2785,Cesar,Valledupar,Boletín Informativo Justicia Y Paz Vol.5 No. 2 Actualizaciones,3,Fuerza Pública,1992,
2786,Magdalena,Cienaga,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Grupos Paramilitares,1992,
2787,Valle Del Cauca,Buga," Justicia Y Paz, Vol,5. N.1 Pag. 18",1,Fuerza Pública,1992,
2788,Valle Del Cauca,Cali," Justicia Y Paz, Vol,5. N.1 Pag. 18",1,Desconocidos,1992,
2789,Cesar,Aguachica,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Grupo Armado No Identificado,1992,
2790,Meta,Fuente De Oro," Justicia Y Paz, Vol,5. N.1 Pag. 22",2,Guerrilla  ,1992,
2791,Antioquia,San Juan De Urabá,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Grupo Armado No Identificado,1992,
2792,Antioquia,Segovia," Justicia Y Paz, Vol,5. N.1 Pag. 18",1,Grupos Paramilitares,1992,
2793,Antioquia,Turbo," Justicia Y Paz, Vol,5. N.1 Pag. 19",1,Desconocidos,1992,
2794,Cauca,Popayán," Justicia Y Paz, Vol,5. N.1 Pag. 19",1,Desconocidos,1992,
2795,Antioquia,Apartadó," Justicia Y Paz, Vol,5. N.1 Pag. 19",1,Desconocidos,1992,
2796,Antioquia,Carepa," Justicia Y Paz, Vol,5. N.1 Pag. 19",1,Desconocidos,1992,
2797,Antioquia,Turbo," Justicia Y Paz, Vol,5. N.1 Pag. 19",2,Desconocidos,1992,
2798,Santander,Barrancabermeja," Justicia Y Paz, Vol,5. N.1 Pag. 19",1,Desconocidos,1992,
2799,Caldas,Manizales," Justicia Y Paz, Vol,5. N.1 Pag. 19",1,Fuerza Pública,1992,
2800,Cordoba,San Andrés De Sotavento," Justicia Y Paz, Vol,5. N.1 Pag. 20",1,Desconocidos,1992,
2801,Santander,Barrancabermeja,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Fuerza Pública,1992,
2802,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 49,1,Desconocidos,1992,
2803,Santander,San José De Miranda,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 46,1,Grupo Armado No Identificado,1992,
2804,Norte De Santander,San Cayetano,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 46,2,Fuerza Pública,1992,
2805,Cesar,Aguachica,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 49,1,Grupo Armado No Identificado,1992,
2806,Antioquia,San Carlos,Boletín Justicia Y Paz Vol. 5 No 1,2,Guerrilla  ,1992,
2807,Magdalena,Santa Marta,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 46,1,Desconocidos,1992,
2808,Bolivar,San Jacinto,Boletin Justicia Y Paz Vol. 5 No. 1 ,2,Grupos Paramilitares,1992,
2809,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 50,1,Guerrilla  ,1992,
2810,Choco,Acandí,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,2,Grupos Paramilitares,1992,
2811,Bolivar,Simití,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Guerrilla  ,1992,
2812,Caqueta,Florencia,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 50,1,Guerrilla  ,1992,
2813,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 47,1,Desconocidos,1992,
2814,Caqueta,San Vicente Del Caguán,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 47,1,Fuerza Pública,1992,
2815,Risaralda,Belén De Umbría,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 47,1,Desconocidos,1992,
2816,Magdalena,Cienaga,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 47,2,Grupo Armado No Identificado,1992,
2817,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 47,1,Desconocidos,1992,
2818,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48,1,Desconocidos,1992,
2819,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 51,1,Fuerza Pública,1992,
2820,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48,1,Desconocidos,1992,
2821,Magdalena,San Sebastián De Buenavista,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Fuerza Pública,1992,
2822,Cauca,La Vega,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48,1,Desconocidos,1992,
2823,Santander,Puerto Wilches,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 51,2,Guerrilla  ,1992,
2824,Antioquia,Yondó,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48 ,2,Grupos Paramilitares,1992,
2825,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 51,2,Guerrilla,1992,
2826,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48 ,1,Grupo Armado No Identificado,1992,
2827,Cordoba,Tierralta,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 51,1,Grupo Armado No Identificado,1992,
2828,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48 ,2,Grupo Armado No Identificado,1992,
2829,Norte De Santander,Cúcuta,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 48 ,1,Desconocidos,1992,
2830,Cundinamarca,Soacha,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 74,1,Desconocidos,1992,
2831,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 74,2,Grupo Armado No Identificado,1992,
2832,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 74,1,Fuerza Pública,1992,
2833,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Guerrilla,1992,
2834,Tolima,Ortega,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Grupo Armado No Identificado,1992,
2835,Cundinamarca,Caparrapí,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 78,1,Guerrilla  ,1992,
2836,Tolima,Ortega,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 75,1,Grupo Armado No Identificado,1992,
2837,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 75,1,Desconocidos,1992,
2838,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 78,1,Grupo Armado No Identificado,1992,
2839,Norte De Santander,San Calixto,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 75,1,Guerrilla  ,1992,
2840,Meta,Vista Hermosa,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 76,2,Fuerza Pública,1992,
2841,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 76,1,Desconocidos,1992,
2842,Antioquia,Amalfi,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 78,2,Guerrilla  ,1992,
2843,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 78,1,Guerrilla  ,1992,
2844,Cauca,Puracé,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Grupo Armado No Identificado,1992,
2845,Antioquia,Itagüí,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 76,1,Desconocidos,1992,
2846,Santander,La Paz,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 80,1,Grupo Armado No Identificado,1992,
2847,Norte De Santander,San Calixto,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 80,2,Guerrilla  ,1992,
2848,Risaralda,Pereira,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 76,1,Grupos Paramilitares,1992,
2849,Cauca,Mercaderes,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Guerrilla  ,1992,
2850,Bolivar,El Carmen De Bolívar,Boletin Justicia Y Paz Vol. 5 No. 1 ,1,Guerrilla  ,1992,
2851,Norte De Santander,San Calixto,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 80,1,Guerrilla  ,1992,
2852,Magdalena,Santa Marta,Boletín Informativo Justicia Y Paz Vol.5 No. 1,3,Fuerza Pública,1992,
2853,Cundinamarca,La Peña,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 80,1,Guerrilla  ,1992,
2854,Magdalena,Fundación,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 81,1,Fuerza Pública,1992,
2855,Santander,Cimitarra,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 81,1,Grupo Armado No Identificado,1992,
2856,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 81,2,Guerrilla  ,1992,
2857,Caldas,La Dorada,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 77,1,Grupos Paramilitares,1992,
2858,Cundinamarca,Puerto Salgar,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 76,2,Grupos Paramilitares,1992,
2859,Risaralda,Guatica,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 77,1,Desconocidos,1992,
2860,Antioquia,Puerto Triunfo,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 76,2,Grupos Paramilitares,1992,
2861,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 1 Pp. 77,1,Grupos Paramilitares,1992,
2862,Risaralda,Marsella,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 15,1,Grupos Paramilitares,1992,
2863,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 15,2,Desconocidos,1992,
2864,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 15,1,Grupos Paramilitares,1992,
2865,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,1,Fuerza Pública,1992,
2866,Arauca,Fortul,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 23,1,Guerrilla  ,1992,
2867,Bolivar,Cauca ,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,2,Guerrilla  ,1992,
2868,Valle Del Cauca,Candelaria,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,1,Fuerza Pública,1992,
2869,Valle Del Cauca,Candelaria,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,1,Fuerza Pública,1992,
2870,Risaralda,Marsella,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,1,Grupos Paramilitares,1992,
2871,Meta,Mesetas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,3,Desconocidos,1992,
2872,Santander,El Carmen De Chucurí,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,1,Grupos Paramilitares,1992,
2873,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 16,1,Desconocidos,1992,
2874,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 17,1,Desconocidos,1992,
2875,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 17,2,Desconocidos,1992,
2876,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 17,2,Grupos Paramilitares,1992,
2877,Santander,Cimitarra,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 17,1,Desconocidos,1992,
2878,Santander,Bucaramanga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 18,1,Fuerza Pública,1992,
2879,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 18,1,Grupo Armado No Identificado,1992,
2881,Antioquia,,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 18,1,Grupos Paramilitares,1992,
2882,Antioquia,Chigorodó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 18,1,Desconocidos,1992,
2883,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 18,1,Desconocidos,1992,
2884,Cordoba,San Andrés De Sotavento,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 18,3,Grupos Paramilitares,1992,
2885,Antioquia,Carepa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 19,1,Desconocidos,1992,
2886,Magdalena,Fundación,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 19,1,Desconocidos,1992,
2887,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 19,2,Grupo Armado No Identificado,1992,
2888,Antioquia,Bello,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 20,2,Desconocidos,1992,
2889,Valle Del Cauca,Cali,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 19,1,Fuerza Pública,1992,
2890,Valle Del Cauca,Jamundí,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 19,1,Fuerza Pública,1992,
2891,Antioquia,Carepa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 20,1,Desconocidos,1992,
2892,Santander,Charta,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Grupo Armado No Identificado,1992,
2893,Valle Del Cauca,Ulloa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 37,3,Grupo Armado No Identificado,1992,
2894,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 20,1,Desconocidos,1992,
2895,Antioquia,Chigorodó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 20,1,Desconocidos,1992,
2896,Antioquia,San Pedro De Urabá,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 21,1,Desconocidos,1992,
2897,Antioquia,Turbo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 21,1,Grupo Armado No Identificado,1992,
2898,Arauca,Arauca,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 21,2,Grupo Armado No Identificado,1992,
2899,Magdalena,Chivolo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 21,1,Grupo Armado No Identificado,1992,
2900,Norte De Santander,Cúcuta,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 21,2,Grupo Armado No Identificado,1992,
2901,Valle Del Cauca,Ulloa,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Grupo Armado No Identificado,1992,
2902,Santander,Barrancabermeja,Boletín Informativo Justicia Y Paz Vol. 5 No. 2 En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
2903,Meta,Puerto Concordia,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 21,1,Desconocidos,1992,
2904,Antioquia,Carepa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 22,1,Desconocidos,1992,
2905,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 22,1,Fuerza Pública,1992,
2906,Norte De Santander,Convención,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Fuerza Pública,1992,
2907,Atlantico,Barranquilla,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 52,1,Desconocidos,1992,
2908,Valle Del Cauca,Ulloa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 52,3,Grupo Armado No Identificado,1992,
2909,Valle Del Cauca,Cali,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 52,1,Desconocidos,1992,
2910,Cesar,,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 52,2,Grupos Paramilitares,1992,
2911,Magdalena,Aracataca,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 52,1,Grupo Armado No Identificado,1992,
2912,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 53,1,Desconocidos,1992,
2913,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 53,1,Grupo Armado No Identificado,1992,
2914,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 54,1,Desconocidos,1992,
2915,Sucre,Ovejas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 54,1,Fuerza Pública,1992,
2916,Antioquia,Puerto Nare,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 53,2,Grupos Paramilitares,1992,
2917,Magdalena,Fundación,En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
2918,Santander,Girón,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 54,1,Grupos Paramilitares,1992,
2919,Cesar,Becerril,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Guerrilla  ,1992,
2920,Santander,Bucaramanga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 54,1,Grupos Paramilitares,1992,
2921,Santander,Girón,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 54,1,Grupos Paramilitares,1992,
2922,Magdalena,,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Guerrilla  ,1992,
2923,Valle Del Cauca,Buenaventura,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Grupo Armado No Identificado,1992,
2924,Meta,Uribe,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 55,1,Fuerza Pública,1992,
2925,Santander,Lebrija,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 55,1,Grupos Paramilitares,1992,
2926,Antioquia,Puerto Triunfo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 55,1,Desconocidos,1992,
2927,Valle Del Cauca,Cali,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 60,1,Grupo Armado No Identificado,1992,
2928,Arauca,Puerto Rondón,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Guerrilla  ,1992,
2929,Cundinamarca,Girardot,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 55,2,Grupo Armado No Identificado,1992,
2930,Bolivar,Arjona,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 55,1,Grupos Paramilitares,1992,
2931,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 56,1,Grupos Paramilitares,1992,
2932,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 56,1,Desconocidos,1992,
2933,Risaralda,Marsella,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 56,1,Grupos Paramilitares,1992,
2934,Santander,Cerrito,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 56,2,Fuerza Pública,1992,
2935,Santander,Floridablanca,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 57,1,Desconocidos,1992,
2936,Santander,San Vicente De Chucuri,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 57,1,Guerrilla  ,1992,
2937,Cauca,Santander De Quilichao,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 57,1,Desconocidos,1992,
2938,Antioquia,Yondó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 57,1,Fuerza Pública,1992,
2939,Antioquia,Dabeiba,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Fuerza Pública,1992,
2940,Risaralda,Balboa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 89,1,Fuerza Pública,1992,
2941,Antioquia,El Bagre,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 89,1,Guerrilla  ,1992,
2942,Antioquia,Caldas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 90,1,Desconocidos,1992,
2943,Antioquia,Caldas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 89,3,Desconocidos,1992,
2944,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 90,2,Fuerza Pública,1992,
2945,Valle Del Cauca,Restrepo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 90,1,Desconocidos,1992,
2946,Cauca,Patia (El Bordo),Boletín Justicia Y Paz Vol. 5 No 2 Pp. 96,1,Grupo Armado No Identificado,1992,
2947,Norte De Santander,Arboledas,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 90,1,Guerrilla  ,1992,
2948,Huila,La Plata,Boletín Informativo Justicia Y Paz Vol.5 No. 2,3,Fuerza Pública,1992,
2949,Antioquia,Maceo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,2,Grupo Armado No Identificado,1992,
2950,Santander,Bucaramanga,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 90,2,Grupos Paramilitares,1992,
2951,Caldas,Anserma,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Desconocidos,1992,
2952,Casanare,Chameza,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Desconocidos,1992,
2953,Antioquia,Sonsón,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Desconocidos,1992,
2954,Santander,Barrancabermeja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Desconocidos,1992,
2955,Antioquia,Segovia,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Guerrilla  ,1992,
2956,Antioquia,Carepa,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Desconocidos,1992,
2957,Santander,Cerrito,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 92,2,Fuerza Pública,1992,
2958,Cesar,Valledupar,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 92,2,Guerrilla  ,1992,
2959,Santander,Sabana De Torres,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 91,1,Guerrilla  ,1992,
2960,Antioquia,Apartadó,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 92,1,Desconocidos,1992,
2961,Antioquia,El Bagre,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 92,1,Guerrilla  ,1992,
2962,Meta,Puerto Gaitán,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 98,1,Grupo Armado No Identificado,1992,
2963,Magdalena,Chivolo,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 112,1,Fuerza Pública,1992,
2964,Antioquia,Medellín,Boletín Informativo Justicia Y Paz Vol.5 No. 3 Actualización En Deuda Con La Humanidad. Paramilitarismo De Estado En Colombia 1988-2003,3,Grupos Paramilitares,1992,
2965,Antioquia,La Ceja,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,1,Desconocidos,1992,
2966,Bogota,Bogotá D.C.,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,1,Desconocidos,1992,
2967,Antioquia,Medellín,Boletín Justicia Y Paz Vol. 5 No 2 Pp. 93,2,Desconocidos,1992,
